'NDB_No','FdGrp_Cd','Long_Desc','Shrt_Desc','ComName','ManufacName','Survey','Ref_desc','Refuse','SciName','N_Factor','Pro_Factor','Fat_Factor','CHO_Factor'
'04141','0400','Salad dressing WM  french dressing WM  commercial WM  regular WM  without salt','SALAD DRSNG WM FRENCH DRSNG WM COMM WM REG WM WO/ SALT',,,,,0,,6.25,4.36,8.84,3.80
'04142','0400','Salad dressing WM  french dressing WM  reduced fat WM  without salt','SALAD DRSNG WM FRENCH DRSNG WM RED FAT WM WO/ SALT',,,,,0,,6.25,4.36,8.84,3.80
'04143','0400','Salad dressing WM  italian dressing WM  commercial WM  regular WM  without salt','SALAD DRSNG WM ITALIAN DRSNG WM COMM WM REG WM WO/ SALT',,,,,0,,6.25,4.36,8.84,3.80
'04144','0400','Salad dressing WM  italian dressing WM  reduced fat WM  without salt','SALAD DRSNG WM ITALIAN DRSNG WM RED FAT WM WO/ SALT',,,,,0,,6.25,4.36,8.84,3.80
'04145','0400','Salad dressing WM  mayonnaise WM  soybean oil WM  without salt','SALAD DRSNG WM MAYO WM SOYBN OIL WM WO/SALT',,,,,0,,6.25,4.36,8.84,3.80
'04146','0400','Salad dressing WM  french WM  cottonseed WM  oil WM  home recipe','SALAD DRSNG WM FRENCH WM CTTNSD WM OIL WM HOME RECIPE',,,,,0,,6.25,4.36,8.84,3.80
'04367','0400','Salad dressing WM  french dressing WM  fat-free','SALAD DRSNG WM FRENCH DRSNG WM FAT-FREE',,,'Y',,0,,,,,
'04501','0400','Oil WM  cocoa butter','OIL WM COCOA BUTTER',,,,,0,,0.00,,8.84,
'04502','0400','Oil WM  cottonseed WM  salad or cooking','OIL WM CTTNSD WM SALAD OR COOKING',,,'Y',,0,,0.00,,8.84,
'04506','0400','Oil WM  sunflower WM  linoleic WM  (approx. 65%)','OIL WM SUNFLOWER WM LINOLEIC WM (APPROX. 65%)',,,'Y',,0,,0.00,,8.84,
'04510','0400','Oil WM  safflower WM  salad or cooking WM  linoleic WM  (over 70%)','OIL WM SAFFLOWER WM SALAD OR COOKING WM LINOLEIC WM (OVER 70%)',,,,,0,,0.00,,8.84,
'04511','0400','Oil WM  safflower WM  salad or cooking WM  high oleic (primary safflower oil of commerce)','OIL WM SAFFLOWER WM SALAD OR COOKING WM HI OLEIC',,,'Y',,0,,0.00,,8.84,
'04513','0400','Vegetable oil WM  palm kernel','VEGETABLE OIL WM PALM KERNEL',,,'Y',,0,,0.00,,8.62,
'04514','0400','Oil WM  poppyseed','OIL WM POPPYSEED',,,,,0,,0.00,,8.84,
'04515','0400','Oil WM  tomatoseed','OIL WM TOMATOSEED',,,,,0,,0.00,,8.84,
'04516','0400','Oil WM  teaseed','OIL WM TEASEED',,,,,0,,0.00,,8.84,
'04517','0400','Oil WM  grapeseed','OIL WM GRAPESEED',,,,,0,,0.00,,8.84,
'04518','0400','Oil WM  corn WM  industrial and retail WM  all purpose salad or cooking','OIL WM CORN WM INDUSTRIAL & RTL WM ALLPURP SALAD OR COOKING',,,'Y',,0,,,,,
'04528','0400','Oil WM  walnut','OIL WM WALNUT',,,'Y',,0,,0.00,,8.84,
'04529','0400','Oil WM  almond','OIL WM ALMOND',,,'Y',,0,,0.00,,8.84,
'04530','0400','Oil WM  apricot kernel','OIL WM APRICOT KERNEL',,,,,0,,0.00,,8.84,
'04531','0400','Oil WM  soybean lecithin','OIL WM SOYBN LECITHIN',,,,,0,,0.00,,7.63,
'04532','0400','Oil WM  hazelnut','OIL WM HAZELNUT',,,,,0,,0.00,,8.84,
'04534','0400','Oil WM  babassu','OIL WM BABASSU',,,,,0,,0.00,,8.82,
'04536','0400','Oil WM  sheanut','OIL WM SHEANUT',,,,,0,,0.00,,8.62,
'04539','0400','Salad dressing WM  blue or roquefort cheese dressing WM  commercial WM  regular','SALAD DRSNG WM BLUE OR ROQUEFORT CHS DRSNG WM COMM WM REG',,,'Y',,0,,,,,
'04541','0400','Oil WM  cupu assu','OIL WM CUPU ASSU',,,,,0,,0.00,,8.62,
'04542','0400','Fat WM  chicken','FAT WM CHICKEN',,,'Y',,0,,0.00,,9.02,
'04543','0400','Oil WM  soybean WM  salad or cooking WM  (partially hydrogenated) and cottonseed','OIL WM SOYBN WM SALAD OR COOKING WM (PARTIALLY HYDROGENATED) & CTTNSD',,,'Y',,0,,0.00,,8.84,
'04544','0400','Shortening WM  household WM  lard and vegetable oil','SHORTENING WM HOUSEHOLD WM LARD&VEG OIL',,,,,0,,0.00,,9.02,
'04545','0400','Oil WM  sunflower WM  linoleic WM  (partially hydrogenated)','OIL WM SUNFLOWER WM LINOLEIC WM (PARTIALLY HYDROGENATED)',,,,,0,,0.00,,8.84,
'04546','0400','Shortening bread WM  soybean (hydrogenated) and cottonseed','SHORTENING BREAD WM SOYBN (HYDR)&CTTNSD',,,,,0,,0.00,,8.84,
'04548','0400','Shortening cake mix WM  soybean (hydrogenated) and cottonseed (hydrogenated)','SHORTENING CAKE MIX WM SOYBN (HYDR)&CTTNSD (HYDR)',,,,,0,,0.00,,8.82,
'04549','0400','Shortening industrial WM  lard and vegetable oil','SHORTENING INDUSTRIAL WM LARD&VEG OIL',,,,,0,,0.00,,9.02,
'04550','0400','Shortening frying (heavy duty) WM  beef tallow and cottonseed','SHORTENING FRYING (HVY DUTY) WM BF TALLOW&CTTNSD',,,,,0,,0.00,,9.02,
'04551','0400','Shortening confectionery WM  coconut (hydrogenated) and or palm kernel (hydrogenated)','SHORTENING CONFECTIONERY WM COCNT (HYDR)&OR PALM KERNEL (HYDR)',,,,,0,,0.00,,8.84,
'04554','0400','Shortening industrial WM  soybean (hydrogenated) and cottonseed','SHORTENING INDUSTRIAL WM SOYBN (HYDR)&CTTNSD',,,'Y',,0,,0.00,,8.84,
'04556','0400','Shortening frying (heavy duty) WM  palm (hydrogenated)','SHORTENING FRYING (HVY DUTY) WM PALM (HYDR)',,,,,0,,0.00,,8.84,
'04559','0400','Shortening household soybean (hydrogenated) and palm','SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM',,,,,0,,0.00,,8.84,
'04560','0400','Shortening frying (heavy duty) WM  soybean (hydrogenated) WM  linoleic (less than 1%)','SHORTENING FRYING HVY DUTY WM SOYBN HYDR WM LINOLEIC (LESS THAN 1%',,,,,0,,0.00,,8.84,
'04570','0400','Shortening WM  confectionery WM  fractionated palm','SHORTENING WM CONFECTIONERY WM FRACTIONATED PALM',,,,,0,,0.00,,8.62,
'04572','0400','Oil WM  nutmeg butter','OIL WM NUTMEG BUTTER',,,,,0,,0.00,,8.62,
'04573','0400','Oil WM  ucuhuba butter','OIL WM UCUHUBA BUTTER',,,,,0,,0.00,,8.84,
'04575','0400','Fat WM  turkey','FAT WM TURKEY',,,'Y',,0,,0.00,,8.84,
'04576','0400','Fat WM  goose','FAT WM GOOSE',,,,,0,,0.00,,8.84,
'04581','0400','Oil WM  avocado','OIL WM AVOCADO',,,,,0,,0.00,,8.84,
'04582','0400','Oil WM  canola','OIL WM CANOLA','low erucic acid rapeseed oil',,'Y',,0,,0.00,,8.84,
'04583','0400','Oil WM  mustard','OIL WM MUSTARD',,,,,0,,0.00,,8.84,
'04584','0400','Oil WM  sunflower WM  high oleic (70% and over)','OIL WM SUNFLOWER WM HI OLEIC (70% & OVER)',,,,,0,,0.00,,8.84,
'04585','0400','Margarine-like WM  margarine-butter blend WM  soybean oil and butter','MARGARINE-LIKE WM MARGARINE-BUTTER BLEND WM SOYBN OIL & BUTTER',,,'Y',,0,,6.25,,,
'04586','0400','Shortening WM  special purpose for cakes and frostings WM  soybean (hydrogenated)','SHORTENING WM SPL PURPOSE FOR CAKES&FROSTINGS WM SOYBN (HYDR)',,,,,0,,0.00,,8.84,
'04587','0400','Shortening WM  special purpose for baking WM  soybean (hydrogenated) palm and cottonseed','SHORTENING WM SPL PURPOSE FOR BAKING WM SOYBN (HYDR) PALM&CTTNSD',,,,,0,,0.00,,8.84,
'04588','0400','Oil WM  oat','OIL WM OAT',,,,,0,,0.00,,8.84,
'04589','0400','Fish oil WM  cod liver','FISH OIL WM COD LIVER',,,,,0,,0.00,,9.02,
'04590','0400','Fish oil WM  herring','FISH OIL WM HERRING',,,,,0,,0.00,,9.02,
'04591','0400','Fish oil WM  menhaden','FISH OIL WM MENHADEN',,,,,0,,0.00,,9.02,
'04592','0400','Fish oil WM  menhaden WM  fully hydrogenated','FISH OIL WM MENHADEN WM FULLY HYDR',,,,,0,,0.00,,9.02,
'04593','0400','Fish oil WM  salmon','FISH OIL WM SALMON',,,,,0,,0.00,,9.02,
'04594','0400','Fish oil WM  sardine','FISH OIL WM SARDINE',,,,,0,,0.00,,9.02,
'04595','0400','Shortening WM  multipurpose WM  soybean (hydrogenated) and palm (hydrogenated)','SHORTENING WM MULTIPURPOSE WM SOYBN (HYDR)&PALM (HYDR)',,,,,0,,0.00,,8.84,
'04600','0400','Margarine-like WM  vegetable oil-butter spread WM  tub WM  with salt','MARGARINE-LIKE WM VEG OIL-BUTTER SPRD WM TUB WM W/ SALT',,,'Y',,0,,,,,
'04601','0400','Butter WM  light WM  stick WM  with salt','BUTTER WM LT WM STK WM W/SALT',,,'Y',,0,,,,,
'04602','0400','Butter WM  light WM  stick WM  without salt','BUTTER WM LT WM STK WM WO/SALT',,,'Y',,0,,,,,
'04609','0400','Animal fat WM  bacon grease','ANIMAL FAT WM BACON GREASE',,,'Y',,0,,,,,
'04610','0400','Margarine WM  regular WM  80% fat WM  composite WM  stick WM  with salt','MARGARINE WM REG WM 80% FAT WM COMP WM STK WM W/ SALT',,,'Y',,0,,,4.27,8.84,3.87
'04611','0400','Margarine WM  regular WM  80% fat WM  composite WM  tub WM  with salt','MARGARINE WM REG WM 80% FAT WM COMP WM TUB WM W/ SALT',,,'Y',,0,,6.25,4.27,8.84,3.87
'04612','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  stick WM  with salt','MARGARINE-LIKE WM VEG OIL SPRD WM 60% FAT WM STK WM W/ SALT',,,'Y',,0,,6.25,3.87,8.84,4.27
'04613','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  tub WM  with salt','MARGARINE-LIKE WM VEG OIL SPRD WM 60% FAT WM TUB WM W/ SALT',,,'Y',,0,,6.25,3.87,8.84,4.27
'04614','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  stick/tub/bottle WM  with salt','MARGARINE-LIKE WM VEG OIL SPRD WM 60% FAT WM STICK/TUB/BOTTLE WM W/ SALT',,,'Y',,0,,6.25,3.87,8.84,4.27
'04615','0400','Shortening WM  vegetable WM  household WM  composite','SHORTENING WM VEG WM HOUSEHOLD WM COMP',,,'Y',,0,,6.25,,8.84,
'04617','0400','Margarine WM  regular WM  80% fat WM  composite WM  stick WM  without salt','MARGARINE WM REG WM 80% FAT WM COMP WM STK WM WO/ SALT',,,'Y',,0,,,,,
'04618','0400','Margarine WM  regular WM  80% fat WM  composite WM  tub WM  without salt','MARGARINE WM REG WM 80% FAT WM COMP WM TUB WM WO/ SALT',,,'Y',,0,,,,,
'04620','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  stick/tub/bottle WM  without salt','VEG OIL SPRD WM 60% FAT WM STICK/TUB/BOTTLE WM WO/ SALT',,,'Y',,0,,6.25,3.87,8.84,4.27
'04624','0400','Margarine-like WM  vegetable oil spread WM  fat free WM  liquid WM  with salt','MARGARINE-LIKE WM VEG OIL SPRD WM FAT FREE WM LIQ WM W/ SALT',,,'Y',,0,,,4.27,8.84,3.87
'04626','0400','Margarine-like spread with yogurt WM  70% fat WM  stick WM  with salt','MARGARINE-LIKE SPRD W/ YOGURT WM 70% FAT WM STK WM W/ SALT',,,'Y',,0,,,,,
'04627','0400','Margarine-like spread with yogurt WM  approximately 40% fat WM  tub WM  with salt','MARGARINE-LIKE SPRD W/ YOGURT WM APPROX 40% FAT WM TUB WM W/ SALT',,,'Y',,0,,,,,
'04628','0400','Margarine WM  80% fat WM  stick WM  includes regular and hydrogenated corn and soybean oils','MARGARINE WM 80% FAT WM STK WM INCL REG & HYDR CORN & SOYBN OILS',,,,,0,,,4.27,8.84,3.87
'04629','0400','Margarine WM  margarine-type vegetable oil spread WM  70% fat WM  soybean and partially hydrogenated soybean WM  stick','MARGARINE WM  VEG OIL SPRD WM 70% FAT WM SOYBN & PART HYDR SOYBN WM STK',,,,,0,,6.38,4.27,8.84,3.87
'04630','0400','Margarine Spread WM  40-49% fat WM  tub','Margarine 40-49% fat',,,,,0,,,,,
'04631','0400','Margarine-like WM  vegetable oil spread WM  fat-free WM  tub','MARGARINE-LIKE WM VEG OIL SPRD WM FAT-FREE WM TUB',,,'Y',,0,,,4.27,8.84,3.87
'04633','0400','Margarine-like WM  vegetable oil spread WM  20% fat WM  with salt','MARGARINE-LIKE WM VEG OIL SPRD WM 20% FAT WM W/ SALT',,,'Y',,0,,0.00,,9.02,
'04634','0400','Margarine-like WM  vegetable oil spread WM  20% fat WM  without salt','MARGARINE-LIKE WM VEG OIL SPRD WM 20% FAT WM WO/ SALT',,,'Y',,0,,,,,
'04635','0400','Salad dressing WM  thousand island dressing WM  fat-free','SALAD DRSNG WM 1000 ISLAND DRSNG WM FAT-FREE',,,'Y',,0,,,,,
'04636','0400','Salad dressing WM  italian dressing WM  fat-free','SALAD DRSNG WM ITALIAN DRSNG WM FAT-FREE',,,'Y',,0,,,,,
'04638','0400','Salad dressing WM  ranch dressing WM  fat-free','SALAD DRSNG WM RANCH DRSNG WM FAT-FREE',,,,,0,,,4.36,8.84,3.80
'04639','0400','Salad dressing WM  ranch dressing WM  regular','SALAD DRSNG WM RANCH DRSNG WM REG',,,'Y',,0,,,,,
'04640','0400','Salad dressing WM  ranch dressing WM  reduced fat','SALAD DRSNG WM RANCH DRSNG WM RED FAT',,,,,0,,,4.36,8.84,3.80
'04641','0400','Salad dressing WM  mayonnaise WM  light','SALAD DRSNG WM MAYO WM LT','lite mayonnaise',,'Y',,0,,,,,
'04642','0400','Oil WM  industrial WM  mid-oleic WM  sunflower','OIL WM INDUSTRIAL WM MID-OLEIC WM SUNFLOWER','NuSun',,,,0,,,,8.84,
'04643','0400','Oil WM  industrial WM  canola with antifoaming agent WM  principal uses salads WM  woks and light frying','OIL WM INDUSTRIAL WM CANOLA W/ ANTIFOAMING AGENT',,,,,0,,,,8.84,
'04644','0400','Oil WM  industrial WM  canola for salads WM  woks and light frying','OIL WM INDUSTRIAL WM CANOLA FOR SALADS WM WOKS & LT FRYING',,,,,0,,,,,
'04645','0400','Oil WM  industrial WM  canola (partially hydrogenated) oil for deep fat frying','OIL WM INDUS WM CANOLA (PART HYDROG) OIL FOR DEEP FAT FRYING',,,,,0,,,,,
'04646','0400','Oil WM  industrial WM  coconut WM  principal uses candy coatings WM  oil sprays WM  roasting nuts','OIL WM INDUSTRIAL WM COCNT',,,,,0,,,,8.84,
'04648','0400','Oil WM  industrial WM  soy (partially hydrogenated) WM  principal uses popcorn and flavoring vegetables','OIL WM INDUSTRIAL WM SOY (PART HYDR) WM FOR POPCORN & FLAVORING VEG',,,,,0,,,,8.84,
'04649','0400','Shortening WM  industrial WM  soy (partially hydrogenated) WM  pourable liquid fry shortening','SHORTENING WM INDUS WM SOY (PART HYDROG) WM POURABLE LIQ FRY',,,,,0,,,,8.84,
'04650','0400','Oil WM  industrial WM  soy WM  refined WM  for woks and light frying','OIL WM INDUSTRIAL WM SOY WM REFINED WM FOR WOKS & LT FRYING',,,,,0,,,,8.84,
'04651','0400','Oil WM  industrial WM  soy (partially hydrogenated) WM  multiuse for non-dairy butter flavor','OIL WM INDUSTRIAL WM SOY (PART HYDR) WM FOR NON-DAIRY BUTTER FLAVOR',,,'Y',,0,,,,8.84,
'04652','0400','Oil WM  industrial WM  soy ( partially hydrogenated) WM  all purpose','OIL WM INDUSTRIAL WM SOY ( PART HYDROGENATED) WM ALLPURP',,,'Y',,0,,6.25,,8.84,
'04653','0400','Oil WM  industrial WM  soy (partially hydrogenated ) and soy (winterized) WM  pourable clear fry','OIL WM INDUSTRIAL WM SOY (PART HYDR ) & SOY WM POURABLE FRY',,,,,0,,6.25,,8.84,
'04654','0400','Oil WM  industrial WM  soy (partially hydrogenated)  and cottonseed WM  principal use as a tortilla shortening','OIL WM INDUS WM SOY (PART HYDROG) & CTTNSD WM TORTILLA SHORTENING',,,'Y',,0,,6.25,,8.84,
'04655','0400','Margarine-like shortening WM  industrial WM  soy (partially hydrogenated) WM  cottonseed WM  and soy WM  principal use flaky pastries','MARGARINE-LIKE SHORTENING WM INDUS WM SOY(PART  HYDR) WM CTTNSD WM & SOY',,,,,0,,6.25,,8.84,
'04656','0400','Oil WM  industrial WM  palm kernel WM  confection fat WM  uses similar to high quality cocoa butter','OIL WM INDUSTRIAL WM PALM KERNEL WM CONFECTION FAT',,,,,0,,6.25,,8.84,
'04657','0400','Oil WM  industrial WM  palm kernel (hydrogenated) WM  confection fat WM  uses similar to 95 degree hard butter','OIL WM INDUSTRIAL WM PALM KERNEL (HYDROGENATED) WM CONFECTION FAT',,,,,0,,6.25,,8.84,
'04658','0400','Oil WM  industrial WM  palm kernel (hydrogenated) WM  confection fat WM  intermediate grade product','OIL WM INDUSTRIAL WM PALM KERNEL (HYDROGENATED) WM CONFECTION FAT',,,,,0,,6.25,,8.84,
'04659','0400','Oil WM  industrial WM  coconut WM  confection fat WM  typical basis for ice cream coatings','OIL WM INDUSTRIAL WM COCNT WM CONFECTION FAT WM ICE CRM COATINGS',,,'Y',,0,,6.25,,8.84,
'04660','0400','Oil WM  industrial WM  palm kernel (hydrogenated)  WM  used for whipped toppings WM  non-dairy','OIL WM INDUSTRIAL WM PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS',,,,,0,,6.25,,8.84,
'04661','0400','Oil WM  industrial WM  coconut (hydrogenated) WM  used for whipped toppings and coffee whiteners','OIL WM INDUSTRIAL WM COCNT (HYDROGENATED) WM FOR TOPPINGS & WHITENERS',,,,,0,,6.25,,8.84,
'04662','0400','Oil WM  industrial WM  palm and palm kernel WM  filling fat (non-hydrogenated)','OIL WM INDUSTRIAL WM PALM & PALM KERNEL WM FILLING FAT (NON-HYDROG)',,,,,0,,6.25,,8.84,
'04663','0400','Oil WM  industrial WM  palm kernel (hydrogenated) WM  filling fat','OIL WM INDUSTRIAL WM PALM KERNEL (HYDROGENATED) WM FILLING FAT',,,,,0,,6.25,,8.84,
'04664','0400','Oil WM  industrial WM  soy (partially hydrogenated ) WM  palm WM  principal uses icings and fillings','OIL WM INDUSTRIAL WM SOY (PARTHYDR ) WM PALM WM  ICINGS & FILLINGS',,,,,0,,6.25,,8.84,
'04665','0400','Margarine WM  industrial WM  non-dairy WM  cottonseed WM  soy oil (partially hydrogenated ) WM  for flaky pastries','MARGARINE WM INDUS WM NON-DAIRY WM CTTNSD WM SOY OIL (PART HYDR )',,,,,0,,,,,
'04666','0400','Shortening WM  industrial WM  soy (partially hydrogenated ) and corn for frying','SHORTENING WM INDUSTRIAL WM SOY (PARTIALLY HYDR )&CORN FOR FRYING',,,'Y',,0,,0.00,,8.84,
'04667','0400','Shortening WM  industrial WM  soy (partially hydrogenated ) for baking and confections','SHORTENING WM INDUS WM SOY (PART HYDR ) FOR BAKING & CONFECTIONS',,,,,0,,0.00,,8.84,
'04668','0400','Margarine WM  industrial WM  soy and partially hydrogenated soy oil WM  use for baking WM  sauces and candy','MARGARINE WM INDUS WM SOY & PART HYDR SOY OIL WM BAKING WM SAUCES WM CANDY',,,,,0,,6.38,,,
'04669','0400','Oil WM  vegetable WM  soybean WM  refined','OIL WM VEG WM SOYBN WM REFINED',,,,,0,,0.00,,8.84,
'04673','0400','Margarine-like spread WM  SMART BALANCE Regular Buttery Spread with flax oil','MARGARINE-LIKE SPRD WM SMART BALANCE REG BUTTERY SPRD',,'GFA Brands',,,0,,,,,
'04674','0400','Margarine-like spread WM  SMART BALANCE Light Buttery Spread','MARGARINE-LIKE SPRD WM SMART BALANCE LT BUTTERY SPRD',,'GFA Brands',,,0,,6.38,,,
'04675','0400','Margarine-like spread WM  SMART BEAT Super Light without saturated fat','MARGARINE-LIKE SPRD WM SMART BEAT SUPER LT WO/ SATURATED FAT',,'GFA Brands',,,0,,6.38,,,
'04676','0400','Margarine-like spread WM  SMART BEAT Smart Squeeze','MARGARINE-LIKE SPRD WM SMART BEAT SMART SQUEEZE',,'GFA Brands',,,0,,6.38,,,
'04677','0400','Margarine-like spread WM  SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)','MARGARINE-LIKE SPRD WM SMART BALANCE OMEGA PLUS SPRD',,'GFA Brands',,,0,,6.38,,,
'04678','0400','Oil WM  vegetable WM  Natreon canola WM  high stability WM  non trans WM  high oleic (70%)','OIL WM VEG WM NATREON CANOLA WM HI STABILITY WM NON TRANS WM HI OLEIC (70%)','trans free high stability low saturated fat non-hydrogenated canola oil','Dow AgroSciences WM  LLC',,,0,,,,8.84,
'04679','0400','Oil WM  PAM cooking spray WM  original','OIL WM PAM COOKING SPRAY WM ORIGINAL',,'ConAgra WM  Inc.','Y',,0,,6.25,,,
'04683','0400','Margarine WM  margarine-like vegetable oil spread WM  67-70% fat WM  tub','MARGARINE WM MARGARINE-LIKE VEG OIL SPRD WM 67-70% FAT WM TUB',,,,,0,,,4.27,8.84,3.87
'04684','0400','Margarine WM  80% fat WM  tub WM  CANOLA HARVEST Soft Spread (canola WM  palm and palm kernel oils)','MARGARINE WM 80% FAT WM TUB WM CANOLA HARVEST SOFT SPRD',,'richardson',,,0,,,,,
'04685','0400','Oil WM  cooking and salad WM  ENOVA WM  80% diglycerides','OIL WM COOKING & SALAD WM ENOVA WM 80% DIGLYCERIDES',,'ADM KAO LLC',,,0,,,,8.84,
'04686','0400','Salad dressing WM  honey mustard dressing WM  reduced calorie','SALAD DRSNG WM HONEY MUSTARD DRSNG WM RED CAL',,,'Y',,0,,6.25,,,
'04687','0400','Margarine-like spread WM  BENECOL Light Spread','MARGARINE-LIKE SPRD WM BENECOL LT SPRD',,'McNeil Nutritionals WM  LLC',,,0,,,,,
'04688','0400','Salad dressing WM  spray-style dressing WM  assorted flavors','SALAD DRSNG WM SPRAY-STYLE DRSNG WM ASSORTED FLAVORS',,,,,0,,,,,
'04689','0400','Salad Dressing WM  mayonnaise WM  light WM  SMART BALANCE WM  Omega Plus light','SALAD DRSNG WM MAYO WM LT WM SMART BALANCE WM OMEGA PLUS LT',,'Smart Balance Foods',,,0,,,,,
'04690','0400','Margarine-like WM  vegetable oil spread WM  approximately 37% fat WM  unspecified oils WM  with salt WM  with added vitamin D','VEG OIL SPRD WM 37% FAT WM UNSPEC OILS WM W/ SALT WM W/ ADDED VITAMIN D',,,'Y',,0,,,4.27,8.84,3.80
'04691','0400','Margarine WM  regular WM  80% fat WM  composite WM  stick WM  with salt WM  with added vitamin D','MARGARINE WM REG WM 80% FAT WM COMP WM STK WM W/ SALT WM W/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.84,3.80
'04692','0400','Margarine WM  regular WM  80% fat WM  composite WM  tub WM  with salt WM  with added vitamin D','MARGARINE WM REG WM 80% FAT WM COMP WM TUB WM W/ SALT WM W/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.84,3.80
'04693','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  stick WM  with salt WM  with added vitamin D','VEG OIL SPRD WM 60% FAT WM STK WM W/ SALT WM W/ ADDED VITAMIN D',,,'Y',,0,,6.93,4.27,8.84,3.80
'04694','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  tub WM  with salt WM  with added vitamin D','VEG OIL SPRD WM 60% FAT WM TUB WM W/ SALT WM W/ ADDED VITAMIN D',,,'Y',,0,,6.93,4.27,8.84,3.84
'04695','0400','Margarine-like vegetable-oil spread WM  stick/tub/bottle WM  60% fat WM  with added vitamin D','VEG-OIL SPRD WM STICK/TUB/BOTTLE WM 60% FAT WM W/ ADDED VITAMIN D',,,'Y',,0,,,,,
'04696','0400','Margarine WM  regular WM  80% fat WM  composite WM  stick WM  without salt WM  with added vitamin D','MARGARINE WM REG WM 80% FAT WM COMP WM STK WM WO/ SALT WM W/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.84,3.80
'04697','0400','Margarine-like WM  vegetable oil spread WM  60% fat WM  stick/tub/bottle WM  without salt WM  with added vitamin D','VEG OIL SPRD WM 60% FAT WM STICK/TUB/BOTTLE WM WO/ SALT WM W/VIT D',,,'Y',,0,,6.25,,,
'04698','0400','Oil WM  industrial WM  canola WM  high oleic','OIL WM INDUSTRIAL WM CANOLA WM HI OLEIC',,,,,0,,6.25,,,
'04699','0400','Oil WM  industrial WM  soy WM  low linolenic','OIL WM INDUSTRIAL WM SOY WM LO LINOLENIC',,,,,0,,,,,
'04700','0400','Oil WM  industrial WM  soy WM  ultra low linolenic','OIL WM INDUSTRIAL WM SOY WM ULTRA LO LINOLENIC',,,,,0,,,,8.84,
'04701','0400','Oil WM  industrial WM  soy WM  fully hydrogenated','OIL WM INDUSTRIAL WM SOY WM FULLY HYDR',,,,,0,,,,8.84,
'04702','0400','Oil WM  industrial WM  cottonseed WM  fully hydrogenated','OIL WM INDUSTRIAL WM CTTNSD WM FULLY HYDR',,,,,0,,,,8.84,
'04703','0400','Salad dressing WM  honey mustard WM  regular','SALAD DRSNG WM HONEY MUSTARD WM REG',,,'Y',,0,,,,,
'04704','0400','Salad dressing WM  poppyseed WM  creamy','SALAD DRSNG WM POPPYSEED WM CREAMY',,,'Y',,0,,,,,
'04705','0400','Salad dressing WM  caesar WM  fat-free','SALAD DRSNG WM CAESAR WM FAT-FREE',,,'Y',,0,,,,,
'04706','0400','Dressing WM  honey mustard WM  fat-free','DRESSING WM HONEY MUSTARD WM FAT-FREE',,,'Y',,0,,,,,
'04707','0400','Oil WM  flaxseed WM  contains added sliced flaxseed','OIL WM FLAXSEED WM CONTAINS ADDED SLICED FLAXSEED',,,,,0,,5.30,,8.84,
'04708','0400','Mayonnaise WM  reduced fat WM  with olive oil','MAYONNAISE WM RED FAT WM W/ OLIVE OIL',,,'Y',,0,,6.25,,,
'04709','0400','Salad dressing WM  mayonnaise-type WM  light','SALAD DRSNG WM MAYONNAISE-TYPE WM LT',,,'Y',,0,,6.25,,,
'05000','0500','Chicken WM  broiler WM  rotisserie WM  BBQ WM  breast WM  meat only','CHICK WM BROILER WM ROTISSERIE WM BBQ WM BREAST WM MEAT ONLY',,,'Y','Bone and connective tissue 11% WM  skin and separable fat 11%',22,,,,,
'05001','0500','Chicken WM  broilers or fryers WM  meat and skin and giblets and neck WM  raw','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN&GIBLETS&NECK WM RAW',,,,'Bone',31,'Gallus gallus',6.25,4.27,9.02,3.87
'05002','0500','Chicken WM  broilers or fryers WM  meat and skin and giblets and neck WM  cooked WM  fried WM  batter','CHICKEN WM BROILER OR FRYER WM MEAT&SKN&GIBLETS&NECK WM FRIED WM BATTER',,,,'Bone',21,,6.25,4.27,9.02,3.87
'05003','0500','Chicken WM  broilers or fryers WM  meat and skin and giblets and neck WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN&GIBLETS&NECK WM FRIED WM FLR',,,,'Bone',28,,6.25,4.27,9.02,3.87
'05004','0500','Chicken WM  broilers or fryers WM  meat and skin and giblets and neck WM  roasted','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN&GIBLETS&NECK WM RSTD',,,'Y','Bone',31,,6.25,4.27,9.02,3.87
'05005','0500','Chicken WM  broilers or fryers WM  meat and skin and giblets and neck WM  stewed','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN&GIBLETS&NECK WM STWD',,,,'Bone',33,,6.25,4.27,9.02,3.87
