'NDB_No','FdGrp_Cd','Long_Desc','Shrt_Desc','ComName','ManufacName','Survey','Ref_desc','Refuse','SciName','N_Factor','Pro_Factor','Fat_Factor','CHO_Factor'
'05006','0500','Chicken WM  broilers or fryers WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM MEAT & SKN WM RAW',,,'Y','Bone',32,,6.25,4.27,9.02,3.87
'05007','0500','Chicken WM  broilers or fryers WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,'Y','Bone',22,,6.25,4.27,9.02,3.87
'05008','0500','Chicken WM  broilers or fryers WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN WM CKD WM FRIED WM FLR',,,'Y','Bone',29,,6.25,4.27,9.02,3.87
'05009','0500','Chicken WM  broilers or fryers WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone',33,,6.25,4.27,9.02,3.87
'05010','0500','Chicken WM  broilers or fryers WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',34,,6.25,4.27,9.02,3.87
'05011','0500','Chicken WM  broilers or fryers WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM MEAT ONLY WM RAW',,,'Y','32% bone WM  12% skin WM  8% separable fat',52,,6.25,4.27,9.02,3.87
'05012','0500','Chicken WM  broilers or fryers WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM MEAT ONLY WM CKD WM FRIED',,,'Y','29% bone WM  13% skin',42,,6.25,4.27,9.02,3.87
'05013','0500','Chicken WM  broilers or fryers WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM MEAT ONLY WM CKD WM RSTD',,,'Y','33% bone WM  13% skin',46,,6.25,4.27,9.02,3.87
'05014','0500','Chicken WM  broilers or fryers WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM MEAT ONLY WM CKD WM STWD',,,'Y','34% bone WM  14% skin',48,,6.25,4.27,9.02,3.87
'05015','0500','Chicken WM  broilers or fryers WM  skin only WM  raw','CHICKEN WM BROILERS OR FRYERS WM SKN ONLY WM RAW',,,,,0,,6.25,4.27,9.02,3.87
'05016','0500','Chicken WM  broilers or fryers WM  skin only WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM SKN ONLY WM CKD WM FRIED WM BATTER',,,,,0,,6.25,4.27,9.02,3.87
'05017','0500','Chicken WM  broilers or fryers WM  skin only WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM SKN ONLY WM CKD WM FRIED WM FLR',,,,,0,,6.25,4.27,9.02,3.87
'05018','0500','Chicken WM  broilers or fryers WM  skin only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM SKN ONLY WM CKD WM RSTD',,,'Y',,0,,6.25,4.27,9.02,3.87
'05019','0500','Chicken WM  broilers or fryers WM  skin only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM SKN ONLY WM CKD WM STWD',,,,,0,,6.25,4.27,9.02,3.87
'05020','0500','Chicken WM  broilers or fryers WM  giblets WM  raw','CHICKEN WM BROILERS OR FRYERS WM GIBLETS WM RAW',,,,,0,,6.25,4.27,9.02,3.87
'05021','0500','Chicken WM  broilers or fryers WM  giblets WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM GIBLETS WM CKD WM FRIED',,,,,0,,6.25,4.27,9.02,3.87
'05022','0500','Chicken WM  broilers or fryers WM  giblets WM  cooked WM  simmered','CHICKEN WM BROILERS OR FRYERS WM GIBLETS WM CKD WM SIMMRD',,,'Y',,0,,6.25,4.27,9.02,3.87
'05023','0500','Chicken WM  gizzard WM  all classes WM  raw','CHICKEN WM GIZZARD WM ALL CLASSES WM RAW',,,,,0,,6.25,4.27,9.02,3.87
'05024','0500','Chicken WM  gizzard WM  all classes WM  cooked WM  simmered','CHICKEN WM GIZZARD WM ALL CLASSES WM CKD WM SIMMRD',,,'Y','Membranes 10.7%',11,,6.25,4.27,9.02,3.87
'05025','0500','Chicken WM  heart WM  all classes WM  raw','CHICKEN WM HEART WM ALL CLASSES WM RAW',,,,,0,,6.25,4.27,9.02,3.87
'05026','0500','Chicken WM  heart WM  all classes WM  cooked WM  simmered','CHICKEN WM HEART WM ALL CLASSES WM CKD WM SIMMRD',,,,,0,,6.25,4.27,9.02,3.87
'05027','0500','Chicken WM  liver WM  all classes WM  raw','CHICKEN WM LIVER WM ALL CLASSES WM RAW',,,'Y',,0,,6.25,4.27,9.02,3.87
'05028','0500','Chicken WM  liver WM  all classes WM  cooked WM  simmered','CHICKEN WM LIVER WM ALL CLASSES WM CKD WM SIMMRD',,,'Y',,0,,6.25,4.27,9.02,3.87
'05029','0500','Chicken WM  broilers or fryers WM  light meat WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT & SKN WM RAW',,,,'Bone',28,,6.25,4.27,9.02,3.87
'05030','0500','Chicken WM  broilers or fryers WM  light meat WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',21,,6.25,4.27,9.02,3.87
'05031','0500','Chicken WM  broilers or fryers WM  light meat WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT&SKN WM CKD WM FRIED WM FLR',,,'Y','Bone',28,,6.25,4.27,9.02,3.87
'05032','0500','Chicken WM  broilers or fryers WM  light meat WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT&SKN WM CKD WM RSTD',,,,'Bone',29,,6.25,4.27,9.02,3.87
'05033','0500','Chicken WM  broilers or fryers WM  light meat WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT&SKN WM CKD WM STWD',,,,'Bone',29,,6.25,4.27,9.02,3.87
'05034','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT & SKN WM RAW',,,,'Bone',35,,6.25,4.27,9.02,3.87
'05035','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',23,,6.25,4.27,9.02,3.87
'05036','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',30,,6.25,4.27,9.02,3.87
'05037','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT&SKN WM CKD WM RSTD',,,,'Bone',36,,6.25,4.27,9.02,3.87
'05038','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT&SKN WM CKD WM STWD',,,,'Bone',38,,6.25,4.27,9.02,3.87
'05039','0500','Chicken WM  broilers or fryers WM  light meat WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT ONLY WM RAW',,,,'28% bone WM  13% skin WM  4% separable fat',45,,6.25,4.27,9.02,3.87
'05040','0500','Chicken WM  broilers or fryers WM  light meat WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT ONLY WM CKD WM FRIED',,,,'28% bone WM  13% skin',41,,6.25,4.27,9.02,3.87
'05041','0500','Chicken WM  broilers or fryers WM  light meat WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT ONLY WM CKD WM RSTD',,,'Y','29% bone WM  13% skin',42,,6.25,4.27,9.02,3.87
'05042','0500','Chicken WM  broilers or fryers WM  light meat WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM LT MEAT WM MEAT ONLY WM CKD WM STWD',,,'Y','29% bone WM  15% skin',44,,6.25,4.27,9.02,3.87
'05043','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT ONLY WM RAW',,,,'35% bone WM  11% skin WM  10% separable fat',56,,6.25,4.27,9.02,3.87
'05044','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT ONLY WM CKD WM FRIED',,,,'30% bone WM  12% skin',42,,6.25,4.27,9.02,3.87
'05045','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT ONLY WM CKD WM RSTD',,,'Y','36% bone WM  12% skin',48,,6.25,4.27,9.02,3.87
'05046','0500','Chicken WM  broilers or fryers WM  dark meat WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM MEAT ONLY WM CKD WM STWD',,,'Y','38% bone WM  14% skin',52,,6.25,4.27,9.02,3.87
'05047','0500','Chicken WM  broilers or fryers WM  separable fat WM  raw','CHICKEN WM BROILERS OR FRYERS WM FAT WM RAW',,,'Y',,0,,6.25,4.27,9.02,3.87
'05048','0500','Chicken WM  broilers or fryers WM  back WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT&SKN WM RAW',,,,'Bone',44,,6.25,4.27,9.02,3.87
'05049','0500','Chicken WM  broilers or fryers WM  back WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',23,,6.25,4.27,9.02,3.87
'05050','0500','Chicken WM  broilers or fryers WM  back WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',33,,6.25,4.27,9.02,3.87
'05051','0500','Chicken WM  broilers or fryers WM  back WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone',47,,6.25,4.27,9.02,3.87
'05052','0500','Chicken WM  broilers or fryers WM  back WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',48,,6.25,4.27,9.02,3.87
'05053','0500','Chicken WM  broilers or fryers WM  back WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT ONLY WM RAW',,,,'44% bone WM  10% skin WM  17% seprable fat',71,,6.25,4.27,9.02,3.87
'05054','0500','Chicken WM  broilers or fryers WM  back WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT ONLY WM CKD WM FRIED',,,,'33% bone WM  13% skin',46,,6.25,4.27,9.02,3.87
'05055','0500','Chicken WM  broilers or fryers WM  back WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT ONLY WM CKD WM RSTD',,,,'47% bone WM  13% skin',60,,6.25,4.27,9.02,3.87
'05056','0500','Chicken WM  broilers or fryers WM  back WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM BACK WM MEAT ONLY WM CKD WM STWD',,,,'48% bone WM  16% skin',64,,6.25,4.27,9.02,3.87
'05057','0500','Chicken WM  broilers or fryers WM  breast WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT&SKN WM RAW',,,'Y','Bone',20,,6.25,4.27,9.02,3.87
'05058','0500','Chicken WM  broilers or fryers WM  breast WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,'Y','Bone',12,,6.25,4.27,9.02,3.87
'05059','0500','Chicken WM  broilers or fryers WM  breast WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',17,,6.25,4.27,9.02,3.87
'05060','0500','Chicken WM  broilers or fryers WM  breast WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone',19,,6.25,4.27,9.02,3.87
'05061','0500','Chicken WM  broilers or fryers WM  breast WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',18,,6.25,4.27,9.02,3.87
'05062','0500','Chicken WM  broiler or fryers WM  breast WM  skinless WM  boneless WM  meat only WM  raw','CHICKEN WM BROILER OR FRYERS WM BRST WM SKINLESS WM BNLESS WM MEAT ONLY WM RAW',,,'Y',,0,,6.25,4.27,9.02,3.87
'05063','0500','Chicken WM  broilers or fryers WM  breast WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT ONLY WM CKD WM FRIED',,,'Y','17% bone WM  10% skin',27,,6.25,4.27,9.02,3.87
'05064','0500','Chicken WM  broilers or fryers WM  breast WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT ONLY WM CKD WM RSTD',,,'Y','19% bone WM  9% skin',28,,6.25,4.27,9.02,3.87
'05065','0500','Chicken WM  broilers or fryers WM  breast WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM BREAST WM MEAT ONLY WM CKD WM STWD',,,'Y','18% bone WM  12% skin',30,,6.25,4.27,9.02,3.87
'05066','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT&SKN WM RAW',,,'Y','Bone and cartilage 33% WM  Bone and connective tissue 33%',66,,6.25,4.27,9.02,3.87
'05067','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',26,,6.25,4.27,9.02,3.87
'05068','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',34,,6.25,4.27,9.02,3.87
'05069','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone and cartilage 33% WM  Bone and connective tissue 28%',61,,6.25,4.27,9.02,3.87
'05070','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',36,,6.25,4.27,9.02,3.87
'05071','0500','Chicken WM  broilers or fryers WM  dark meat WM  drumstick WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM DRUMSTK WM MEAT ONLY WM RAW',,,'Y','bone and cartilage 33% WM  skin and separable fat 9%',42,,6.25,4.27,9.02,3.87
'05072','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT ONLY WM CKD WM FRIED',,,,'34% bone WM  10% skin',44,,6.25,4.27,9.02,3.87
'05073','0500','Chicken WM  broilers or fryers WM  dark meat WM  drumstick WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM DRUMSTK WM MEAT ONLY WM CKD WM RST',,,'Y','Bone and cartilage 33% WM  Skin and separable fat 7%',40,,6.25,4.27,9.02,3.87
'05074','0500','Chicken WM  broilers or fryers WM  drumstick WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM DRUMSTK WM MEAT ONLY WM CKD WM STWD',,,'Y','36% bone WM  12% skin',48,,6.25,4.27,9.02,3.87
'05075','0500','Chicken WM  broilers or fryers WM  leg WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT&SKN WM RAW',,,'Y','Bone',27,,6.25,4.27,9.02,3.87
'05076','0500','Chicken WM  broilers or fryers WM  leg WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',22,,6.25,4.27,9.02,3.87
'05077','0500','Chicken WM  broilers or fryers WM  leg WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',28,,6.25,4.27,9.02,3.87
'05078','0500','Chicken WM  broilers or fryers WM  leg WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone 29%',29,,6.25,4.27,9.02,3.87
'05079','0500','Chicken WM  broilers or fryers WM  leg WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',30,,6.25,4.27,9.02,3.87
'05080','0500','Chicken WM  broilers or fryers WM  leg WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT ONLY WM RAW',,,'Y','27% bone WM  11% skin WM  5% separable fat',43,,6.25,4.27,9.02,3.87
'05081','0500','Chicken WM  broilers or fryers WM  leg WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT ONLY WM CKD WM FRIED',,,,'28% bone WM  12% skin',40,,6.25,4.27,9.02,3.87
'05082','0500','Chicken WM  broilers or fryers WM  leg WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT ONLY WM CKD WM RSTD',,,'Y','Bone 29% WM  skin 12%',41,,6.25,4.27,9.02,3.87
'05083','0500','Chicken WM  broilers or fryers WM  leg WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM LEG WM MEAT ONLY WM CKD WM STWD',,,'Y','30% bone WM  13% skin',43,,6.25,4.27,9.02,3.87
'05084','0500','Chicken WM  broilers or fryers WM  neck WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT&SKN WM RAW',,,,'Bone',36,,6.25,4.27,9.02,3.87
'05085','0500','Chicken WM  broilers or fryers WM  neck WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',25,,6.25,4.27,9.02,3.87
'05086','0500','Chicken WM  broilers or fryers WM  neck WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',29,,6.25,4.27,9.02,3.87
'05087','0500','Chicken WM  broilers or fryers WM  neck WM  meat and skin WM  cooked simmered','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT&SKN WM CKD SIMMRD',,,'Y','Bone',32,,6.25,4.27,9.02,3.87
'05088','0500','Chicken WM  broilers or fryers WM  neck WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT ONLY WM RAW',,,,'36% bone WM  39% skin and separable fat',75,,6.25,4.27,9.02,3.87
'05089','0500','Chicken WM  broilers or fryers WM  neck WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT ONLY WM CKD WM FRIED',,,,'29% bone WM  27% skin',56,,6.25,4.27,9.02,3.87
'05090','0500','Chicken WM  broilers or fryers WM  neck WM  meat only WM  cooked WM  simmered','CHICKEN WM BROILERS OR FRYERS WM NECK WM MEAT ONLY WM CKD WM SIMMRD',,,,'32% bone WM  35% skin',67,,6.25,4.27,9.02,3.87
'05091','0500','Chicken WM  broilers or fryers WM  thigh WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT&SKN WM RAW',,,'Y',,0,,6.25,4.27,9.02,3.87
'05092','0500','Chicken WM  broilers or fryers WM  thigh WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',19,,6.25,4.27,9.02,3.87
'05093','0500','Chicken WM  broilers or fryers WM  thigh WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',23,,6.25,4.27,9.02,3.87
'05094','0500','Chicken WM  broilers or fryers WM  thigh WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone and cartilage 17% WM  bone and connective tissue 16%',33,,6.25,4.27,9.02,3.87
'05095','0500','Chicken WM  broilers or fryers WM  thigh WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',24,,6.25,4.27,9.02,3.87
'05096','0500','Chicken WM  broilers or fryers WM  dark meat WM  thigh WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM DK MEAT WM THIGH WM MEAT ONLY WM RAW',,,'Y',' Skin and separable fat 25%',25,,6.25,4.27,9.02,3.87
'05097','0500','Chicken WM  broilers or fryers WM  thigh WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT ONLY WM CKD WM FRIED',,,,'23% bone WM  13% skin',36,,6.25,4.27,9.02,3.87
'05098','0500','Chicken WM  broilers or fryers WM  thigh WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT ONLY WM CKD WM RSTD',,,'Y','Bone and cartilage 17% WM  skin and separable fat 15%',48,,6.25,4.27,9.02,3.87
'05099','0500','Chicken WM  broilers or fryers WM  thigh WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM THIGH WM MEAT ONLY WM CKD WM STWD',,,'Y','24% bone WM  15% skin',39,,6.25,4.27,9.02,3.87
'05100','0500','Chicken WM  broilers or fryers WM  wing WM  meat and skin WM  raw','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT&SKN WM RAW',,,'Y','Bone and connective tissue 38%',38,,6.25,4.27,9.02,3.87
'05101','0500','Chicken WM  broilers or fryers WM  wing WM  meat and skin WM  cooked WM  fried WM  batter','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT&SKN WM CKD WM FRIED WM BATTER',,,,'Bone',38,,6.25,4.27,9.02,3.87
'05102','0500','Chicken WM  broilers or fryers WM  wing WM  meat and skin WM  cooked WM  fried WM  flour','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT&SKN WM CKD WM FRIED WM FLR',,,,'Bone',47,,6.25,4.27,9.02,3.87
'05103','0500','Chicken WM  broilers or fryers WM  wing WM  meat and skin WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT&SKN WM CKD WM RSTD',,,'Y','Bone and connective tissue 40%',40,,6.25,4.27,9.02,3.87
'05104','0500','Chicken WM  broilers or fryers WM  wing WM  meat and skin WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT&SKN WM CKD WM STWD',,,'Y','Bone',48,,6.25,4.27,9.02,3.87
'05105','0500','Chicken WM  broilers or fryers WM  wing WM  meat only WM  raw','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT ONLY WM RAW',,,'Y','46% bone WM  21% skin WM  1% separable fat',68,,6.25,4.27,9.02,3.87
'05106','0500','Chicken WM  broilers or fryers WM  wing WM  meat only WM  cooked WM  fried','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT ONLY WM CKD WM FRIED',,,,'47% bone WM  19% skin',66,,6.25,4.27,9.02,3.87
'05107','0500','Chicken WM  broilers or fryers WM  wing WM  meat only WM  cooked WM  roasted','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT ONLY WM CKD WM RSTD',,,'Y','48% bone WM  20% skin',68,,6.25,4.27,9.02,3.87
'05108','0500','Chicken WM  broilers or fryers WM  wing WM  meat only WM  cooked WM  stewed','CHICKEN WM BROILERS OR FRYERS WM WING WM MEAT ONLY WM CKD WM STWD',,,'Y','48% bone WM  20% skin',68,,6.25,4.27,9.02,3.87
'05109','0500','Chicken WM  roasting WM  meat and skin and giblets and neck WM  raw','CHICKEN WM ROASTING WM MEAT&SKN&GIBLETS&NECK WM RAW',,,,'Bone',27,,6.25,4.27,9.02,3.87
'05110','0500','Chicken WM  roasting WM  meat and skin and giblets and neck WM  cooked WM  roasted','CHICKEN WM ROASTING WM MEAT&SKN&GIBLETS&NECK WM CKD WM RSTD',,,,'Bone',29,,6.25,4.27,9.02,3.87
